ID,store_ID,posSystem_ID,article_ID,detectedOn,pattern,severity,criticality,state,anomalyScore,cancellationRate,baselineRate,valueAtRisk,currency_code,evidence,recommendedAction
SA-000601,STR01,PF-STR01,AR00323,2026-05-14,RFID_MISREAD,LOW,3,OPEN,21.33,0.8889,0.7931,26.4,EUR,"Cancellation rate 88.9% against a network baseline of 79.3% for this article (4 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000602,WDF02,PF-WDF02,AR00061,2026-06-30,RFID_MISREAD,LOW,3,OPEN,21.31,1,0.8611,20,EUR,"Cancellation rate 100.0% against a network baseline of 86.1% for this article (4 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000603,HAM01,SM-HAM01,AR00061,2026-06-18,BASKET_ABANDONED,LOW,3,OPEN,21.31,1,0.8611,20,EUR,"Cancellation rate 100.0% against a network baseline of 86.1% for this article (3 events, 8 units).",Review basket abandonment at this terminal with the shift lead.
SA-000604,MUC01,PF-MUC01,AR00063,2026-05-26,RFID_MISREAD,LOW,3,OPEN,21.3,0.8182,0.7391,28.8,EUR,"Cancellation rate 81.8% against a network baseline of 73.9% for this article (4 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000605,MUC01,SM-MUC01,AR00290,2026-03-08,BASKET_ABANDONED,LOW,3,OPEN,21.29,1,0.8478,17.6,EUR,"Cancellation rate 100.0% against a network baseline of 84.8% for this article (3 events, 8 units).",Review basket abandonment at this terminal with the shift lead.
SA-000606,STR01,PF-STR01,AR00301,2026-03-03,RFID_MISREAD,LOW,3,OPEN,21.08,0.875,0.7907,27.65,EUR,"Cancellation rate 87.5% against a network baseline of 79.1% for this article (3 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000607,WDF02,SM-WDF02,AR00356,2026-05-28,BASKET_ABANDONED,LOW,3,OPEN,20.92,1,0.907,27.5,EUR,"Cancellation rate 100.0% against a network baseline of 90.7% for this article (3 events, 5 units).",Review basket abandonment at this terminal with the shift lead.
SA-000608,STR01,PF-STR01,AR00053,2026-05-22,RFID_MISREAD,LOW,3,OPEN,20.87,0.9,0.8293,30.6,EUR,"Cancellation rate 90.0% against a network baseline of 82.9% for this article (4 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000609,MUC01,PF-MUC01,AR00432,2026-06-24,RFID_MISREAD,LOW,3,OPEN,20.87,0.9167,0.8723,38.5,EUR,"Cancellation rate 91.7% against a network baseline of 87.2% for this article (6 events, 11 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000610,MUC01,SM-MUC01,AR00426,2026-05-11,BASKET_ABANDONED,LOW,3,OPEN,20.86,0.8,0.697,20,EUR,"Cancellation rate 80.0% against a network baseline of 69.7% for this article (4 events, 8 units).",Review basket abandonment at this terminal with the shift lead.
SA-000611,STR01,PF-STR01,AR00076,2026-04-24,RFID_MISREAD,LOW,3,OPEN,20.84,1,0.8824,22,EUR,"Cancellation rate 100.0% against a network baseline of 88.2% for this article (3 events, 4 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000612,HAM01,PF-HAM01,AR00096,2026-06-28,RFID_MISREAD,LOW,3,OPEN,20.83,0.6875,0.6667,43.45,EUR,"Cancellation rate 68.8% against a network baseline of 66.7% for this article (4 events, 11 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000613,BLN01,SM-BLN01,AR00117,2026-05-27,BASKET_ABANDONED,LOW,3,OPEN,20.81,1,0.8393,14.7,EUR,"Cancellation rate 100.0% against a network baseline of 83.9% for this article (3 events, 7 units).",Review basket abandonment at this terminal with the shift lead.
SA-000614,HAM01,PF-HAM01,AR00129,2026-05-25,RFID_MISREAD,LOW,3,OPEN,20.74,0.55,0.4651,15.4,EUR,"Cancellation rate 55.0% against a network baseline of 46.5% for this article (5 events, 11 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000615,STR01,SM-STR01,AR00020,2026-04-15,BASKET_ABANDONED,LOW,3,OPEN,20.66,0.8333,0.7273,19.5,EUR,"Cancellation rate 83.3% against a network baseline of 72.7% for this article (3 events, 5 units).",Review basket abandonment at this terminal with the shift lead.
SA-000616,WDF01,PF02,AR00193,2026-06-23,STOCK_VARIANCE,LOW,3,OPEN,20.58,0.1026,0.1611,5.6,EUR,Counted stock runs 6.5% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000617,STR01,PF-STR01,AR00302,2026-06-01,RFID_MISREAD,LOW,3,OPEN,20.49,1,0.9355,31.6,EUR,"Cancellation rate 100.0% against a network baseline of 93.5% for this article (3 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000618,WDF02,PF-WDF02,AR00113,2026-06-26,RFID_MISREAD,LOW,3,OPEN,20.44,1,0.8857,20.9,EUR,"Cancellation rate 100.0% against a network baseline of 88.6% for this article (4 events, 11 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000619,HAM01,PF-HAM01,AR00030,2026-06-29,RFID_MISREAD,LOW,3,OPEN,20.42,0.8462,0.8158,38.5,EUR,"Cancellation rate 84.6% against a network baseline of 81.6% for this article (6 events, 11 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000620,WDF02,PF-WDF02,AR00018,2026-06-05,RFID_MISREAD,LOW,3,OPEN,20.37,1,0.8704,18,EUR,"Cancellation rate 100.0% against a network baseline of 87.0% for this article (4 events, 10 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000621,WDF01,SM01,AR00149,2026-06-17,BASKET_ABANDONED,LOW,3,OPEN,20.26,0.875,0.8205,30.74,EUR,"Cancellation rate 87.5% against a network baseline of 82.1% for this article (7 events, 7 units).",Review basket abandonment at this terminal with the shift lead.
SA-000622,WDF02,SM-WDF02,AR00089,2026-06-30,BASKET_ABANDONED,LOW,3,OPEN,20.2,0.875,0.75,15.4,EUR,"Cancellation rate 87.5% against a network baseline of 75.0% for this article (3 events, 7 units).",Review basket abandonment at this terminal with the shift lead.
SA-000623,BLN01,SM-BLN01,AR00453,2026-03-21,BASKET_ABANDONED,LOW,3,OPEN,20.17,1,0.8529,14.7,EUR,"Cancellation rate 100.0% against a network baseline of 85.3% for this article (3 events, 7 units).",Review basket abandonment at this terminal with the shift lead.
SA-000624,STR01,SM-STR01,AR00284,2026-06-24,BASKET_ABANDONED,LOW,3,OPEN,20.07,1,0.8958,21.15,EUR,"Cancellation rate 100.0% against a network baseline of 89.6% for this article (4 events, 9 units).",Review basket abandonment at this terminal with the shift lead.
SA-000625,STR01,PF-STR01,AR00364,2026-06-17,RFID_MISREAD,LOW,3,OPEN,20.07,0.6667,0.5714,15,EUR,"Cancellation rate 66.7% against a network baseline of 57.1% for this article (3 events, 4 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000626,MUC01,PF-MUC01,AR00018,2026-06-18,RFID_MISREAD,LOW,3,OPEN,19.97,0.9375,0.8704,27,EUR,"Cancellation rate 93.8% against a network baseline of 87.0% for this article (7 events, 15 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000627,BLN01,SM-BLN01,AR00063,2026-05-07,BASKET_ABANDONED,LOW,3,OPEN,19.88,0.8,0.7391,25.6,EUR,"Cancellation rate 80.0% against a network baseline of 73.9% for this article (4 events, 8 units).",Review basket abandonment at this terminal with the shift lead.
SA-000628,HAM01,PF-HAM01,AR00434,2026-06-05,RFID_MISREAD,LOW,3,OPEN,19.81,0.6,0.5484,23.34,EUR,"Cancellation rate 60.0% against a network baseline of 54.8% for this article (4 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000629,WDF01,SM01,AR00188,2026-03-23,STOCK_VARIANCE,LOW,3,OPEN,19.71,0.0345,0.1357,5.4,EUR,Counted stock runs 6.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000630,MUC01,PF-MUC01,AR00218,2026-05-27,RFID_MISREAD,LOW,3,OPEN,19.59,1,0.8214,9.5,EUR,"Cancellation rate 100.0% against a network baseline of 82.1% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000631,WDF02,PF-WDF02,AR00392,2026-06-11,RFID_MISREAD,LOW,3,OPEN,19.53,1,0.9286,24.75,EUR,"Cancellation rate 100.0% against a network baseline of 92.9% for this article (4 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000632,BLN01,SM-BLN01,AR00371,2026-05-11,BASKET_ABANDONED,LOW,3,OPEN,19.53,1,0.9286,24.75,EUR,"Cancellation rate 100.0% against a network baseline of 92.9% for this article (3 events, 5 units).",Review basket abandonment at this terminal with the shift lead.
SA-000633,HAM01,PF-HAM01,AR00284,2026-07-01,RFID_MISREAD,LOW,3,OPEN,19.48,1,0.8958,18.8,EUR,"Cancellation rate 100.0% against a network baseline of 89.6% for this article (4 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000634,HAM01,PF-HAM01,AR00196,2026-06-15,RFID_MISREAD,LOW,3,OPEN,19.44,1,0.8667,14.4,EUR,"Cancellation rate 100.0% against a network baseline of 86.7% for this article (5 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000635,MUC01,SM-MUC01,AR00152,2026-04-16,BASKET_ABANDONED,LOW,3,OPEN,19.43,0.6667,0.617,23.7,EUR,"Cancellation rate 66.7% against a network baseline of 61.7% for this article (3 events, 6 units).",Review basket abandonment at this terminal with the shift lead.
SA-000636,MUC01,PF-MUC01,AR00029,2026-03-20,RFID_MISREAD,LOW,3,OPEN,19.11,1,0.871,14,EUR,"Cancellation rate 100.0% against a network baseline of 87.1% for this article (3 events, 4 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000637,WDF01,PF02,AR00006,2026-02-23,RFID_MISREAD,LOW,3,OPEN,19.09,0.3703,0.3333,18,EUR,"Cancellation rate 37.0% against a network baseline of 33.3% for this article (10 events, 9.999 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000638,MUC01,PF-MUC01,AR90051,2026-07-03,RFID_MISREAD,LOW,3,OPEN,19.05,0.5455,0.4545,9.6,EUR,"Cancellation rate 54.5% against a network baseline of 45.5% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000639,HAM01,PF-HAM01,AR00113,2026-07-02,RFID_MISREAD,LOW,3,OPEN,18.87,1,0.8857,15.2,EUR,"Cancellation rate 100.0% against a network baseline of 88.6% for this article (4 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000640,HAM01,PF-HAM01,AR00312,2026-05-10,RFID_MISREAD,LOW,3,OPEN,18.85,0.6667,0.6316,25,EUR,"Cancellation rate 66.7% against a network baseline of 63.2% for this article (4 events, 10 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000641,WDF02,PF-WDF02,AR00008,2026-07-02,RFID_MISREAD,LOW,3,OPEN,18.68,0.8333,0.6957,9,EUR,"Cancellation rate 83.3% against a network baseline of 69.6% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000642,STR01,SM-STR01,AR00436,2026-07-03,BASKET_ABANDONED,LOW,3,OPEN,18.55,0.8,0.7273,17.4,EUR,"Cancellation rate 80.0% against a network baseline of 72.7% for this article (3 events, 4 units).",Review basket abandonment at this terminal with the shift lead.
SA-000643,HAM01,PF-HAM01,AR00126,2026-06-22,RFID_MISREAD,LOW,3,OPEN,18.47,0.8333,0.7037,9.5,EUR,"Cancellation rate 83.3% against a network baseline of 70.4% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000644,STR01,PF-STR01,AR00380,2026-05-29,RFID_MISREAD,LOW,3,OPEN,18.36,0.8333,0.7692,18.75,EUR,"Cancellation rate 83.3% against a network baseline of 76.9% for this article (4 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000645,STR01,PF-STR01,SM0017,2026-05-27,RFID_MISREAD,LOW,3,OPEN,18.29,1,0.9048,15.92,EUR,"Cancellation rate 100.0% against a network baseline of 90.5% for this article (3 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000646,WDF01,PF02,AR00029,2026-03-20,RFID_MISREAD,LOW,3,OPEN,18.24,0.8889,0.871,28,EUR,"Cancellation rate 88.9% against a network baseline of 87.1% for this article (8 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000647,MUC01,PF-MUC01,AR00196,2026-05-27,RFID_MISREAD,LOW,3,OPEN,18.23,1,0.8667,11.2,EUR,"Cancellation rate 100.0% against a network baseline of 86.7% for this article (5 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000648,BLN01,SM-BLN01,AR00040,2026-06-12,BASKET_ABANDONED,LOW,3,OPEN,18.22,0.5333,0.5185,26.4,EUR,"Cancellation rate 53.3% against a network baseline of 51.9% for this article (3 events, 8 units).",Review basket abandonment at this terminal with the shift lead.
SA-000649,WDF01,MOB1,AR00005,2026-01-17,STOCK_VARIANCE,LOW,3,OPEN,18.08,0.0882,0.2183,3,EUR,Counted stock runs 6.6% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000650,MUC01,PF-MUC01,AR00106,2026-04-09,RFID_MISREAD,LOW,3,OPEN,18.07,0.6667,0.6053,15.6,EUR,"Cancellation rate 66.7% against a network baseline of 60.5% for this article (3 events, 4 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000651,STR01,PF-STR01,AR00069,2026-02-26,RFID_MISREAD,LOW,3,OPEN,18,0.75,0.6786,15,EUR,"Cancellation rate 75.0% against a network baseline of 67.9% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000652,WDF01,PF02,AR00030,2026-05-13,RFID_MISREAD,LOW,3,OPEN,17.82,0.8571,0.8158,21,EUR,"Cancellation rate 85.7% against a network baseline of 81.6% for this article (6 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000653,HAM01,PF-HAM01,AR00118,2026-06-07,RFID_MISREAD,LOW,3,OPEN,17.71,0.7,0.6667,20.65,EUR,"Cancellation rate 70.0% against a network baseline of 66.7% for this article (4 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000654,HAM01,PF-HAM01,AR00432,2026-05-22,RFID_MISREAD,LOW,3,OPEN,17.67,1,0.8723,10.5,EUR,"Cancellation rate 100.0% against a network baseline of 87.2% for this article (3 events, 3 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000655,WDF02,PF-WDF02,AR00019,2026-04-06,RFID_MISREAD,LOW,3,OPEN,17.64,1,0.9231,16.2,EUR,"Cancellation rate 100.0% against a network baseline of 92.3% for this article (4 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000656,MUC01,PF-MUC01,AR00126,2026-06-29,RFID_MISREAD,LOW,3,OPEN,17.51,0.7333,0.7037,20.9,EUR,"Cancellation rate 73.3% against a network baseline of 70.4% for this article (5 events, 11 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000657,HAM01,PF-HAM01,AR00021,2026-03-23,RFID_MISREAD,LOW,3,OPEN,17.51,0.7,0.6981,27.3,EUR,"Cancellation rate 70.0% against a network baseline of 69.8% for this article (4 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000658,WDF02,SM-WDF02,AR00113,2026-06-15,BASKET_ABANDONED,LOW,3,OPEN,17.48,1,0.8857,11.4,EUR,"Cancellation rate 100.0% against a network baseline of 88.6% for this article (3 events, 6 units).",Review basket abandonment at this terminal with the shift lead.
SA-000659,HAM01,PF-HAM01,AR00169,2026-07-01,RFID_MISREAD,LOW,3,OPEN,17.38,0.5,0.4697,17.5,EUR,"Cancellation rate 50.0% against a network baseline of 47.0% for this article (3 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000660,MUC01,PF-MUC01,AR00142,2026-04-26,RFID_MISREAD,LOW,3,OPEN,17.26,1,0.8846,10.8,EUR,"Cancellation rate 100.0% against a network baseline of 88.5% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000661,HAM01,PF-HAM01,AR00006,2026-05-26,RFID_MISREAD,LOW,3,OPEN,17.21,0.3429,0.3333,21.6,EUR,"Cancellation rate 34.3% against a network baseline of 33.3% for this article (6 events, 12 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000662,HAM01,PF-HAM01,AR00090,2026-05-22,RFID_MISREAD,LOW,3,OPEN,17.16,0.7692,0.6986,13,EUR,"Cancellation rate 76.9% against a network baseline of 69.9% for this article (5 events, 10 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000663,WDF02,PF-WDF02,AR00345,2026-05-08,RFID_MISREAD,LOW,3,OPEN,16.89,0.8,0.75,15.6,EUR,"Cancellation rate 80.0% against a network baseline of 75.0% for this article (3 events, 4 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000664,BLN01,SM-BLN01,AR00387,2026-06-13,BASKET_ABANDONED,LOW,3,OPEN,16.87,0.6,0.5741,18,EUR,"Cancellation rate 60.0% against a network baseline of 57.4% for this article (3 events, 6 units).",Review basket abandonment at this terminal with the shift lead.
SA-000665,WDF02,SM-WDF02,AR00062,2026-03-23,BASKET_ABANDONED,LOW,3,OPEN,16.54,1,0.8636,7.6,EUR,"Cancellation rate 100.0% against a network baseline of 86.4% for this article (3 events, 4 units).",Review basket abandonment at this terminal with the shift lead.
SA-000666,MUC01,PF-MUC01,AR00175,2026-04-07,RFID_MISREAD,LOW,3,OPEN,16.35,1,0.8667,7.5,EUR,"Cancellation rate 100.0% against a network baseline of 86.7% for this article (3 events, 3 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000667,HAM01,PF-HAM01,AR00270,2026-06-21,RFID_MISREAD,LOW,3,OPEN,15.88,0.8571,0.8222,15,EUR,"Cancellation rate 85.7% against a network baseline of 82.2% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000668,STR01,SM-STR01,AR00301,2026-07-02,BASKET_ABANDONED,LOW,3,OPEN,15.1,0.8,0.7907,15.8,EUR,"Cancellation rate 80.0% against a network baseline of 79.1% for this article (4 events, 4 units).",Review basket abandonment at this terminal with the shift lead.
SA-000669,HAM01,SM-HAM01,AR00018,2026-06-30,BASKET_ABANDONED,LOW,3,OPEN,14.97,0.8889,0.8704,14.4,EUR,"Cancellation rate 88.9% against a network baseline of 87.0% for this article (3 events, 8 units).",Review basket abandonment at this terminal with the shift lead.
SA-000670,BLN01,SM-BLN01,AR00290,2026-04-21,BASKET_ABANDONED,LOW,3,OPEN,14.2,0.8571,0.8478,13.2,EUR,"Cancellation rate 85.7% against a network baseline of 84.8% for this article (3 events, 6 units).",Review basket abandonment at this terminal with the shift lead.
SA-000671,WDF01,PF02,AR00031,2026-06-08,RFID_MISREAD,LOW,3,OPEN,14.13,0.1667,0.16,10.5,EUR,"Cancellation rate 16.7% against a network baseline of 16.0% for this article (7 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000672,MUC01,PF-MUC01,AR00023,2026-05-13,RFID_MISREAD,LOW,3,OPEN,13.77,0.6667,0.6491,10.8,EUR,"Cancellation rate 66.7% against a network baseline of 64.9% for this article (4 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
